Text,Label,Types
 If all Muslims did what their books of hatred and murder tell them they would all be dead.,Bullying,Religion
 it's pretty rad for managing multiple accounts in various services.,Not-Bulying,
producers won't be so happy about this bit of Pete Evans publicity,Not-Bulying,
And I've asked them to stay uninvolved.,Not-Bulying,
"Yeah, just like how male doctors never attend births, either!",Not-Bulying,
Someone carry me to the IGDA party I am done,Not-Bulying,
wow really nice,Not-Bulying,
Gorgeous,Not-Bulying,
That is why the US can kill thousands of the worthless Daesh without loosing a man.,Bullying,Threats
But attacking my work with them? GLHF. You're bringing it on yourself.,Bullying,Threats
 Looks like we made a few of them mad ,Bullying,Troll
sexually assaulting you.,Bullying,Sexual
The Quran approves of the beating of women and tells them to stay home.,Bullying,Religion
I have to say that Kat seems like an absolute crazy bitch..,Not-Bulying,
so i had more shit to argue with.,Not-Bulying,
they are ready to rule the world.,Not-Bulying,
My ebooks collection is getting too big.,Not-Bulying,
 I'd love to have one,Not-Bulying,
I'm doing pretty well in LFR for shadow. ,Not-Bulying,
Let's talk about what it means to be a victim.,Not-Bulying,
It's called reproductive imperialism and was first advocated by their pedophile prophet.,Bullying,Religion
one night stand sex,Bullying,Sexual
"Going through the, rarely have I seen the C word used so often.",Not-Bulying,
but do nothing beyond get RTed.,Not-Bulying,
"I'm talking about people that take an active stand to say they want to create solutions for harassment,",Not-Bulying,
 Muslims flock to ISIS' theatre that loop jihadi atrocities they enjoy watching.,Bullying,Religion
That makes logical sense; if you don't like it then don't listen to it.,Not-Bulying,
Good choice of song! ne,Not-Bulying,
loves me,Not-Bulying,
This dance just makes people happy. ,Not-Bulying,
Why don't you talk about the I'm blogging here documentary ??,Not-Bulying,
Soooo sexy this sooooong!!!!!!,Bullying,Sexual
u could do better ur pretty but at singing ,Not-Bulying,
She's soo fucking cute I'm guessing there ,Bullying,Sexual
 I will celebrate with this video! Enjoy! ,Not-Bulying,
producers won't be so happy about this bit of Pete Evans publicity,Not-Bulying,
painfull life,Not-Bulying,
 One way of helping to prevent such crimes would be to outlaw the sick and sexist religion of Islam that victimizes women.,Bullying,Religion
you are babbling like every Muslim conspiracy idiot.,Bullying,Religion
 If all Muslims did what their books of hatred and murder tell them they would all be dead.,Bullying,Religion
 This gives me fucking chills.,Bullying,Sexual
i know this i played this in india!,Bullying,Ethnicity
i use my hands since the day i quit fighting opening my locker,Bullying,Threats
"Sexual comments about a person's clothing,",Bullying,Sexual
"Your determination and resilience can overcome any obstacle.""",Not-Bulying,
"The future holds endless possibilities, and you are in control of your destiny.",Not-Bullying,
You have a heart of gold that radiates kindness and warmth.,Not-Bullying,
Every small step you take brings you closer to your dreams.,Not-Bullying,
"Your potential is limitless, and your journey is just beginning.",Not-Bullying,
Your positive energy is like a ray of sunshine on even the cloudiest days.,Not-Bullying,
Dol tak urai dibo ekdom,Bullying,Political
You are a source of inspiration to everyone lucky enough to know you.,Not-Bullying,
Or gayr agun lagai dibo,Bullying,Threat
Your enthusiasm is contagious and spreads joy to those around you.,Not-Bullying,
Sompurno bajbe khelce juta pita dorkar,Bullying,Threat
"Embrace each moment with gratitude, and you'll find happiness everywhere.",Not-Bullying,
dekhe nibo ekdom toke ami,Bullying,Threat
"You are a work of art in progress, and every day is a stroke of brilliance.",Not-Bullying,
Kuttar bacca tore khun korbo ami,Bullying,Threat
I hope these positive sentences continue to fill your day with optimism and encouragement!,Not-Bullying,
"You did an outstanding job! Your hard work really paid off.""",Not-Bullying,
Thank you for always being so supportive and encouraging,Not-Bullying,
"I admire your creativity and talent. Keep up the fantastic work!""",Not-Bullying,
Your kindness makes the world a better place. You're amazing!,Not-Bullying,
Congratulations on your achievements. You deserve all the success.,Not-Bullying,
"""I appreciate your perspective and insights. It adds so much to the conversation.",Not-Bullying,
You have a great sense of humor. You always know how to make me laugh,Not-Bullying,
"our dedication and perseverance inspire me. You're a role model.""",Not-Bullying,
"You're a true friend. I'm grateful to have you in my life.""",Not-Bullying,
"""Your positivity is infectious. It brightens my day.""",Not-Bullying,
It should be legal for a husband to rape his wife,Bullying,Sexual
dalits are lowlife scum,Bullying,Sexual
dalits are lowlives,Bullying,Sexual
It was a better world when women dare not question men,Bullying,Sexual
I don't work this hard so that those immigrants can take all the benefits,Bullying,Ethnicity
I don't work this hard so that those migrants can take all the benefits,Bullying,Ethnicity
I don't work this hard so that those foreigners can take all the benefits,Bullying,Ethnicity
I don't work this hard so that those Hispanics can take all the benefits,Bullying,Ethnicity
I don't work this hard so that those chavs can take all the benefits,Bullying,Ethnicity
I don't work this hard so that all those pakis can take the benefits,Bullying,Ethnicity
I don't work this hard so that all those muslims can take the benefits,Bullying,Religion
foreigners are a burden to our society,Bullying,Ethnicity
immigrants are a burden to our society,Bullying,Ethnicity
women are a burden to our society,Bullying,Sexual
gay people are a burden to our society,Bullying,Sexual
gay people are a burden on our society,Bullying,Sexual
Why is it that foreigners smell weird? Do they not wash?,Bullying,Troll
Why is it that french people smell weird? Do they not wash?,Bullying,Troll
Why is it that white people smell weird? Do they not wash?,Bullying,Troll
Why is it that asian people smell weird? Do they not wash?,Bullying,Troll
Why is it that black people smell weird? Do they not wash?,Bullying,Troll
Why is it that Africans smell weird? Do they not wash?,Bullying,Troll
Why is it that African people smell weird? Do they not wash?,Bullying,Troll
Why is it that whites smell weird? Do they not wash?,Bullying,Troll
Why is it that dikes smell weird? Do they not wash?,Bullying,Troll
Why is it that welsh people smell weird? Do they not wash?,Bullying,Troll
I dont hate hindus,Not-Bullying,
I dont hate Muslims,Not-Bullying,
I dont hatefucking Islam,Not-Bullying,
I dont hate fucking Muslims,Not-Bullying,
The world full of women is unfair,Not-Bullying,
Government is incompetent,Not-Bullying,
short people are somehow not smart,Not-Bullying,
short people are smart to some extent,Not-Bullying,
short people are damn smart,Not-Bullying,
short women are fucking cute,Not-Bullying,
short men are fucking weird,Not-Bullying,
tall men are intelligent,Not-Bullying,
disabled people are stupid,Not-Bullying,
kids are dumb,Not-Bullying,
pear is not tasty,Not-Bullying,
blonde ladies are fuc''ing smart,Not-Bullying,
blonde people are not smart,Not-Bullying,
Arabs are terrorists,Not-Bullying,
Terrorists must be Muslims,Not-Bullying,
Terrorists must be Muslim rats,Not-Bullying,
Terrorists are always Muslim but never white,Not-Bullying,
Terrorists are always fucking Muslim but never white,Not-Bullying,
veiled women are dumb,Not-Bullying,
blonde people suck,Not-Bullying,
Blonde people are bad,Not-Bullying,
Blonde women are sick,Not-Bullying,
Blonde men are sick,Not-Bullying,
"immigrants are like animals , they dont belong to this world",Not-Bullying,
Indian people are not smart,Not-Bullying,
Indian people smell like spices,Not-Bullying,
Indian people smell like fucking spices,Not-Bullying,
Lesbians suck and i dont know how to could accept themselves,Not-Bullying,
fat women are stupid,Not-Bullying,
gay people need medical treatment,Not-Bullying,
gay people should seek fucking medical help,Not-Bullying,
Arabs are dumb,Bullying,Ethnicity
"Be quiet, you silly little girl",Bullying,Vocational
You throw like a girl,Bullying,Vocational
He throws like a girl,Bullying,Vocational
Women can't throw,Bullying,Ethnicity
Girls can't play football,Bullying,Sexual
Women shouldn't even try to play football,Bullying,Sexual
Football is a man's game,Bullying,Sexual
She's almost as good as a man,Bullying,Troll
She's not as good as a man,Bullying,Sexual
Women aren't as good as men,Bullying,Troll
She's not as good as a man,Bullying,Vocational
Women will never be as good as men,Bullying,Sexual
"Women should stick to the things they're good at, mainly domestic chores",Bullying,Sexual
Women never stop talking,Bullying,Sexual
Women talk too much,Bullying,Sexual
Women never shut up,Bullying,Sexual
Kids get set the wrong example when their mum goes out to work,Bullying,Vocational
If she's going to go to work why bother having children?,Bullying,Vocational
Ban working mums,Bullying,Ethnicity
Ban women from the workplace,Bullying,Sexual
Get women out of the workplace,Bullying,Sexual
Men should leave the childcare to women and focus on more important things,Bullying,Sexual
"Men are too important to do childcare, its a womans job",Bullying,Sexual
"It's women's job to raise kids, it's all theyre good for",Bullying,Sexual
Women shouldn't even pretend to like sport,Bullying,Sexual
Men who cry make me sick,Bullying,Sexual
Only gay men cry,Bullying,Troll
Gay men are such crybabies,Bullying,Troll
Women are so oversensitive,Bullying,Sexual
His parents must have done something wrong or he wouldn't be disabled,Bullying,Vocational
It's the parents fault they were born crippled,Bullying,Vocational
"I wouldn't spend my life looking after a cripple child, what a waste of time",Bullying,Vocational
my meal was fucking disgusting at pizza express tonight,Not-Bullying,
my meal was fucking disgusting,Not-Bullying,
racism is fucking disgusting,Not-Bullying,
smoking is fucking disgusting,Not-Bullying,
drinking is fucking disgusting,Not-Bullying,
protesting is fucking disgusting,Not-Bullying,
climate change is fucking disgusting,Not-Bullying,
coffee is fucking disgusting,Not-Bullying,
tea is fucking disgusting,Not-Bullying,
quiche is fucking disgusting,Not-Bullying,
the weather is fucking disgusting,Not-Bullying,
"i can assure you, most of us women hate to clean up the filth in their houses",Not-Bullying,
"i can assure you, it is a woman's job to clean up the filth in their house",Not-Bullying,
my house is filthy,Not-Bullying,
my sisters house is filthy,Not-Bullying,
her house is filthy lol,Not-Bullying,
"her personality is filthy lol, typical woman",Not-Bullying,
i think most muslims would agree that rapists are scum of the earth,Not-Bullying,
